sent,claim,formula,row_index,column,scenario,file
"In the Sustainable Development Scenario, emissions of all three major air pollutants – sulphur dioxide (SO­­2), nitrogen oxides (NOx) and fine particulate matter (PM2.5) – decline sharply from today’s levels, despite global energy demand staying almost constant. ",almost constant,"IF(G26/G25>0.97,G26/G25<1.03)",,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, emissions of all three major air pollutants – sulphur dioxide (SO­­2), nitrogen oxides (NOx) and fine particulate matter (PM2.5) – decline sharply from today’s levels, despite global energy demand staying almost constant. ",almost constant,"HLOOKUP($B18,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A18,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",SO2_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, emissions of all three major air pollutants – sulphur dioxide (SO­­2), nitrogen oxides (NOx) and fine particulate matter (PM2.5) – decline sharply from today’s levels, despite global energy demand staying almost constant. ",almost constant,"HLOOKUP($B19,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A19,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",NOx_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, emissions of all three major air pollutants – sulphur dioxide (SO­­2), nitrogen oxides (NOx) and fine particulate matter (PM2.5) – decline sharply from today’s levels, despite global energy demand staying almost constant. ",almost constant,"HLOOKUP($B20,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A20,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, emissions of all three major air pollutants – sulphur dioxide (SO­­2), nitrogen oxides (NOx) and fine particulate matter (PM2.5) – decline sharply from today’s levels, despite global energy demand staying almost constant. ",almost constant,"HLOOKUP($B21,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A21,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",SO2_Total,2040,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, emissions of all three major air pollutants – sulphur dioxide (SO­­2), nitrogen oxides (NOx) and fine particulate matter (PM2.5) – decline sharply from today’s levels, despite global energy demand staying almost constant. ",almost constant,"HLOOKUP($B22,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A22,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",NOx_Total,2040,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, emissions of all three major air pollutants – sulphur dioxide (SO­­2), nitrogen oxides (NOx) and fine particulate matter (PM2.5) – decline sharply from today’s levels, despite global energy demand staying almost constant. ",almost constant,"HLOOKUP($B23,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A23,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_Total,2040,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, emissions of all three major air pollutants – sulphur dioxide (SO­­2), nitrogen oxides (NOx) and fine particulate matter (PM2.5) – decline sharply from today’s levels, despite global energy demand staying almost constant. ",almost constant,"VLOOKUP($A25,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!Balance_Data,MATCH(B25,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!Balance_Time,0),FALSE)",TPEDtotal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, emissions of all three major air pollutants – sulphur dioxide (SO­­2), nitrogen oxides (NOx) and fine particulate matter (PM2.5) – decline sharply from today’s levels, despite global energy demand staying almost constant. ",almost constant,"VLOOKUP($A26,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!Balance_Data,MATCH(B26,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!Balance_Time,0),FALSE)",TPEDtotal,2040,SDS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The result is a substantial reduction in health impacts, with premature deaths linked to outdoor air pollution falling by half a million from the current level  and premature deaths from household air pollution falling by 1.9 million.",0.5,(G7-G6)/10^6,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The result is a substantial reduction in health impacts, with premature deaths linked to outdoor air pollution falling by half a million from the current level  and premature deaths from household air pollution falling by 1.9 million.",1.9,(G9-G8)/10^6,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Emissions of SO2 from the power sector are all but eliminated, with industry becoming the main source, albeit at levels less than half of today. ",all but eliminated,AND(G41/G40-1<-0.9),,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Emissions of SO2 from the power sector are all but eliminated, with industry becoming the main source, albeit at levels less than half of today. ",main,AND(G42/G21>0.5),,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Emissions of SO2 from the power sector are all but eliminated, with industry becoming the main source, albeit at levels less than half of today. ",less than half,G42/G43-1,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Emissions of NOX, which occur predominantly in the transport sector, drop by more than half by 2040, thanks to improved pollution controls and fuel switching.",predominantly,F45>0.5,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Emissions of NOX, which occur predominantly in the transport sector, drop by more than half by 2040, thanks to improved pollution controls and fuel switching.",more than half,G49/G48-1,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Emissions of NOX, which occur predominantly in the transport sector, drop by more than half by 2040, thanks to improved pollution controls and fuel switching.",more than half,"HLOOKUP($B40,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A40,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",SO2_PP_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Emissions of NOX, which occur predominantly in the transport sector, drop by more than half by 2040, thanks to improved pollution controls and fuel switching.",more than half,"HLOOKUP($B41,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A41,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",SO2_PP_Total,2040,SDS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Emissions of NOX, which occur predominantly in the transport sector, drop by more than half by 2040, thanks to improved pollution controls and fuel switching.",more than half,"HLOOKUP($B42,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A42,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",SO2_Ind_Total,2040,SDS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Emissions of NOX, which occur predominantly in the transport sector, drop by more than half by 2040, thanks to improved pollution controls and fuel switching.",more than half,"HLOOKUP($B43,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A43,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",SO2_Ind_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Emissions of NOX, which occur predominantly in the transport sector, drop by more than half by 2040, thanks to improved pollution controls and fuel switching.",#DIV/0!,"HLOOKUP($B45,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A45,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",NOx_TRA_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Emissions of NOX, which occur predominantly in the transport sector, drop by more than half by 2040, thanks to improved pollution controls and fuel switching.",#DIV/0!,"HLOOKUP($B46,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A46,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",NOx_TRA_Total,2040,SDS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Emissions of NOX, which occur predominantly in the transport sector, drop by more than half by 2040, thanks to improved pollution controls and fuel switching.",#DIV/0!,"HLOOKUP($B48,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A48,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",NOx_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Emissions of NOX, which occur predominantly in the transport sector, drop by more than half by 2040, thanks to improved pollution controls and fuel switching.",#DIV/0!,"HLOOKUP($B49,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A49,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",NOx_Total,2040,SDS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",more than 90%,G58/G56-1,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",largest,"AND(G64>G63,G64>G65)",,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"AND(G65>G63,G65<G64)",,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B55,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A55,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_Comb_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B56,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A56,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_RESComb_Cookstoves_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B57,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A57,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_Comb_Total,2040,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B58,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A58,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_RESComb_Cookstoves_Total,2040,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B60,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A60,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_Bldg_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B61,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A61,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_Ind_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B62,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A62,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_TRA_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B63,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A63,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_Bldg_Total,2040,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B64,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A64,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_Ind_Total,2040,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B65,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A65,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_TRA_Total,2040,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B67,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A67,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_TRA_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B68,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_NPS_World, MATCH($A68,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_TRAnonComb_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,G68/G67,PM_TRAnonComb_Total,2015,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B70,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A70,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_TRA_Total,2040,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,"HLOOKUP($B71,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!RawData_SDS_World, MATCH($A71,G:\EO2018\FrozenResults\Pollutants\OutputSummary2018.xlsb!!DataRowName,0),FALSE)",PM_TRAnonComb_Total,2040,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"Universal access to clean cooking reduces residential PM2.5 emissions by more than 90%, so much so that industry becomes the largest source of these emissions by 2040, followed by transport. ",followed,G71/G70,PM_TRAnonComb_Total,2040,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The proportion of populations exposed to high levels of fine particulates drops dramatically, with lower percentages exposed to levels exceeding the lowest interim WHO target",drops dramatically,"SUM('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!$E$31,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!$H$31,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!$K$31,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!$N$31)/SUM('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!$D$31,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!$G$31,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!$J$31,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!$M$31)-1",,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The proportion of populations exposed to high levels of fine particulates drops dramatically, with lower percentages exposed to levels exceeding the lowest interim WHO target",lower percentages,they're much lower by comparison,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The proportion of populations exposed to high levels of fine particulates drops dramatically, with lower percentages exposed to levels exceeding the lowest interim WHO target",#VALUE!,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!Q39,South Africa,2040,Population,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The proportion of populations exposed to high levels of fine particulates drops dramatically, with lower percentages exposed to levels exceeding the lowest interim WHO target",#VALUE!,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!Q40,Southeast Asia,2040,Population,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The proportion of populations exposed to high levels of fine particulates drops dramatically, with lower percentages exposed to levels exceeding the lowest interim WHO target",0,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!Q41,India,2040,Population,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The proportion of populations exposed to high levels of fine particulates drops dramatically, with lower percentages exposed to levels exceeding the lowest interim WHO target",#VALUE!,'G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!Q42,China,2040,Population,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The proportion of populations exposed to high levels of fine particulates drops dramatically, with lower percentages exposed to levels exceeding the lowest interim WHO target",#VALUE!,SUM('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!$N$31:$N$33)/10^6,South Africa,2040,Exceed lowest,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The proportion of populations exposed to high levels of fine particulates drops dramatically, with lower percentages exposed to levels exceeding the lowest interim WHO target",#VALUE!,SUM('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!$K$31:$K$33)/10^6,Southeast Asia,2040,Exceed lowest,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The proportion of populations exposed to high levels of fine particulates drops dramatically, with lower percentages exposed to levels exceeding the lowest interim WHO target",#VALUE!,SUM('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!$H$31:$H$33)/10^6,India,2040,Exceed lowest,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"The proportion of populations exposed to high levels of fine particulates drops dramatically, with lower percentages exposed to levels exceeding the lowest interim WHO target",#VALUE!,SUM('G:\EO2018\Publications\WEO2018\Draft\SupportFiles\Ch02 - SDS.xlsb!F2.2'!$E$31:$E$33)/10^6,China,2040,Exceed lowest,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",peak around 2020,B9,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",steep decline,(G18/G9)^(1/(B18-B9))-1,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",objectives,ok,,,,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",objectives,"VLOOKUP($A8,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CO2Emissions_Data,MATCH(B8,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_NPS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2TPEDtotal,2017,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",objectives,"VLOOKUP($A9,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Data,MATCH(B9,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2TPEDtotal,2018,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",objectives,"VLOOKUP($A10,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Data,MATCH(B10,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2TPEDtotal,2019,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",objectives,"VLOOKUP($A11,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Data,MATCH(B11,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2TPEDtotal,2020,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",objectives,"VLOOKUP($A12,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Data,MATCH(B12,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2TPEDtotal,2021,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",objectives,"VLOOKUP($A13,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Data,MATCH(B13,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2TPEDtotal,2022,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",objectives,"VLOOKUP($A14,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Data,MATCH(B14,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2TPEDtotal,2023,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",objectives,"VLOOKUP($A15,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Data,MATCH(B15,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2TPEDtotal,2024,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",objectives,"VLOOKUP($A16,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Data,MATCH(B16,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2TPEDtotal,2025,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",objectives,"VLOOKUP($A17,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Data,MATCH(B17,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2TPEDtotal,2030,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
"In the Sustainable Development Scenario, global energy-related CO2 emissions peak around 2020 and then enter a steep and sustained decline, fully aligned with the trajectory required to achieve the objectives of the Paris Agreement on climate change. ",objectives,"VLOOKUP($A18,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Data,MATCH(B18,G:\EO2018\FrozenResults\Demand\_Aggregates\World_Output_2018_SDS.xlsb!!CO2Emissions_Time,0),FALSE)",CO2TPEDtotal,2040,NPS,templates_temp/data/Ch2_Claims_ExtractedByUs.csv
